sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,qty,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,additional_images,related_skus,configurable_variations,additional_attributes
OC-10-2BARBLNG-1BALI-0299,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Barbados Loungers and 1 Bali Side Table","2 Rattan Fixed position Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Additional removable head cushion
	Removable washable cushion cover
	Colour fast to chlorine for use in...",,,1,"Taxable Goods","Not Visible Individually",719.00,,,,2-barbados-loungers-and-1-bali-side-table-1,"2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2barblng-1bali-0299.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0299.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0299.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0299.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",,,,color=BLACK
OC-10-2BARBLNG-1BALI-0399,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Barbados Loungers and 1 Bali Side Table","2 Rattan Fixed position Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Additional removable head cushion
	Removable washable cushion cover
	Colour fast to chlorine for use in...",,,1,"Taxable Goods","Not Visible Individually",719.00,,,,2-barbados-loungers-and-1-bali-side-table-2,"2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2barblng-1bali-0399.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0399.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0399.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-0399.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",,,,color=COFFEE
OC-10-2BARBLNG-1BALI-D499,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Barbados Loungers and 1 Bali Side Table","2 Rattan Fixed position Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Additional removable head cushion
	Removable washable cushion cover
	Colour fast to chlorine for use in...",,,1,"Taxable Goods","Not Visible Individually",719.00,,,,2-barbados-loungers-and-1-bali-side-table-3,"2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2barblng-1bali-d499.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d499.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d499.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d499.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",,,,color=MOCHA
OC-10-2BARBLNG-1BALI-D599,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Barbados Loungers and 1 Bali Side Table","2 Rattan Fixed position Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Additional removable head cushion
	Removable washable cushion cover
	Colour fast to chlorine for use in...",,,1,"Taxable Goods","Not Visible Individually",719.00,,,,2-barbados-loungers-and-1-bali-side-table-4,"2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",,,,color=LATTE
OC-10-2BARBLNG-1BALI-D599-G,,Default,configurable,"Default Category/Rattan Sunloungers",base,"2 Barbados Loungers and 1 Bali Side Table","2 Rattan Fixed position Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Additional removable head cushion
	Removable washable cushion cover
	Colour fast to chlorine for use in...",,,1,"Taxable Goods","Catalog, Search",,,,,2-barbados-loungers-and-1-bali-side-table-grouped,"2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2 Barbados Loungers and 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",/oc-10-2barblng-1bali-d599.jpg,"2-barbados-loungers-and-1-bali-side-table imagen",,,,,"sku=OC-10-2BARBLNG-1BALI-0299,color=BLACK|sku=OC-10-2BARBLNG-1BALI-0399,color=COFFEE|sku=OC-10-2BARBLNG-1BALI-D499,color=MOCHA|sku=OC-10-2BARBLNG-1BALI-D599,color=LATTE",
OC-10-2CARIB-1BALI-0299,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Caribbean Loungers & 1 Bali Side Table","2 Rattan adjustable Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Removable washable cushion cover
	Colour fast to chlorine for use in Spas and by pools
	Fully fitted...",,,1,"Taxable Goods","Not Visible Individually",999.00,,,,2-caribbean-loungers-1-bali-side-table-1,"2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2carib-1bali-0299.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0299.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0299.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0299.jpg,"2-caribbean-loungers-1-bali-side-table imagen",,,,color=BLACK
OC-10-2CARIB-1BALI-0399,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Caribbean Loungers & 1 Bali Side Table","2 Rattan adjustable Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Removable washable cushion cover
	Colour fast to chlorine for use in Spas and by pools
	Fully fitted...",,,1,"Taxable Goods","Not Visible Individually",999.00,,,,2-caribbean-loungers-1-bali-side-table-2,"2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2carib-1bali-0399.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0399.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0399.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-0399.jpg,"2-caribbean-loungers-1-bali-side-table imagen",,,,color=COFFEE
OC-10-2CARIB-1BALI-D499,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Caribbean Loungers & 1 Bali Side Table","2 Rattan adjustable Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Removable washable cushion cover
	Colour fast to chlorine for use in Spas and by pools
	Fully fitted...",,,1,"Taxable Goods","Not Visible Individually",999.00,,,,2-caribbean-loungers-1-bali-side-table-3,"2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2carib-1bali-d499.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d499.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d499.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d499.jpg,"2-caribbean-loungers-1-bali-side-table imagen",,,,color=MOCHA
OC-10-2CARIB-1BALI-D599,,Default,simple,"Default Category/Rattan Sunloungers",base,"2 Caribbean Loungers & 1 Bali Side Table","2 Rattan adjustable Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Removable washable cushion cover
	Colour fast to chlorine for use in Spas and by pools
	Fully fitted...",,,1,"Taxable Goods","Not Visible Individually",999.00,,,,2-caribbean-loungers-1-bali-side-table-4,"2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",,,,color=LATTE
OC-10-2CARIB-1BALI-D599-G,,Default,configurable,"Default Category/Rattan Sunloungers",base,"2 Caribbean Loungers & 1 Bali Side Table","2 Rattan adjustable Sunloungers
	Bali Side Table
	10cm thick Cushion with tie straps
	Removable washable cushion cover
	Colour fast to chlorine for use in Spas and by pools
	Fully fitted...",,,1,"Taxable Goods","Catalog, Search",,,,,2-caribbean-loungers-1-bali-side-table-grouped,"2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2 Caribbean Loungers & 1 Bali Side Table","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",/oc-10-2carib-1bali-d599.jpg,"2-caribbean-loungers-1-bali-side-table imagen",,,,,"sku=OC-10-2CARIB-1BALI-0299,color=BLACK|sku=OC-10-2CARIB-1BALI-0399,color=COFFEE|sku=OC-10-2CARIB-1BALI-D499,color=MOCHA|sku=OC-10-2CARIB-1BALI-D599,color=LATTE",
OC-10-PARA-PAC-BLK,,Default,simple,"Default Category/Parasols",base,"3.5m Round Pacific Garden Parasol","This 3.5 meter tilting parasol is the ideal way to shade you and your guests from the sun with its easy to operate 360 degree rotation and tilt facility and unlike any other parasol it comes with...",,,1,"Taxable Goods","Not Visible Individually",849.00,,,,35m-round-pacific-garden-parasol-1,"3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-para-pac-blk.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-blk.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-blk.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-blk.jpg,"35m-round-pacific-garden-parasol imagen",,,,color=BLACK
OC-10-PARA-PAC-NAT,,Default,simple,"Default Category/Parasols",base,"3.5m Round Pacific Garden Parasol","This 3.5 meter tilting parasol is the ideal way to shade you and your guests from the sun with its easy to operate 360 degree rotation and tilt facility and unlike any other parasol it comes with...",,,1,"Taxable Goods","Not Visible Individually",849.00,,,,35m-round-pacific-garden-parasol-2,"3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",,,,color=NATURE
OC-10-PARA-PAC-NAT-G,,Default,configurable,"Default Category/Parasols",base,"3.5m Round Pacific Garden Parasol","This 3.5 meter tilting parasol is the ideal way to shade you and your guests from the sun with its easy to operate 360 degree rotation and tilt facility and unlike any other parasol it comes with...",,,1,"Taxable Goods","Catalog, Search",,,,,35m-round-pacific-garden-parasol-grouped,"3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","3.5m Round Pacific Garden Parasol","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",/oc-10-para-pac-nat.jpg,"35m-round-pacific-garden-parasol imagen",,,,,"sku=OC-10-PARA-PAC-BLK,color=BLACK|sku=OC-10-PARA-PAC-NAT,color=NATURE",
OC-10-BAHA-6S-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"6 Seater Bahama Oval Rattan Dining Set","This versatile 6 seater rattan dining set comes complete with 6 chairs, cushions and a fitted weather cover. the chairs neatly fit around the table and the weather cover then fits completely over the...",,,1,"Taxable Goods","Not Visible Individually",1599.00,,,,6-seater-bahama-oval-rattan-dining-set-1,"6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-baha-6s-0299.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0299.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0299.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0299.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",,,,color=BLACK
OC-10-BAHA-6S-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"6 Seater Bahama Oval Rattan Dining Set","This versatile 6 seater rattan dining set comes complete with 6 chairs, cushions and a fitted weather cover. the chairs neatly fit around the table and the weather cover then fits completely over the...",,,1,"Taxable Goods","Not Visible Individually",1599.00,,,,6-seater-bahama-oval-rattan-dining-set-2,"6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-baha-6s-0399.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0399.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0399.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-0399.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",,,,color=COFFEE
OC-10-BAHA-6S-D499,,Default,simple,"Default Category/Rattan Garden Furniture",base,"6 Seater Bahama Oval Rattan Dining Set","This versatile 6 seater rattan dining set comes complete with 6 chairs, cushions and a fitted weather cover. the chairs neatly fit around the table and the weather cover then fits completely over the...",,,1,"Taxable Goods","Not Visible Individually",1599.00,,,,6-seater-bahama-oval-rattan-dining-set-3,"6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-baha-6s-d499.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d499.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d499.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d499.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",,,,color=MOCHA
OC-10-BAHA-6S-D599,,Default,simple,"Default Category/Rattan Garden Furniture",base,"6 Seater Bahama Oval Rattan Dining Set","This versatile 6 seater rattan dining set comes complete with 6 chairs, cushions and a fitted weather cover. the chairs neatly fit around the table and the weather cover then fits completely over the...",,,1,"Taxable Goods","Not Visible Individually",1599.00,,,,6-seater-bahama-oval-rattan-dining-set-4,"6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",,,,color=LATTE
OC-10-BAHA-6S-D599-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"6 Seater Bahama Oval Rattan Dining Set","This versatile 6 seater rattan dining set comes complete with 6 chairs, cushions and a fitted weather cover. the chairs neatly fit around the table and the weather cover then fits completely over the...",,,1,"Taxable Goods","Catalog, Search",,,,,6-seater-bahama-oval-rattan-dining-set-grouped,"6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","6 Seater Bahama Oval Rattan Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",/oc-10-baha-6s-d599.jpg,"6-seater-bahama-oval-rattan-dining-set imagen",,,,,"sku=OC-10-BAHA-6S-0299,color=BLACK|sku=OC-10-BAHA-6S-0399,color=COFFEE|sku=OC-10-BAHA-6S-D499,color=MOCHA|sku=OC-10-BAHA-6S-D599,color=LATTE",
OC-10-ALICAN-0299,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Alicante Rattan Garden Dining Set","This 6 seater rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional chairs are available if...",,,1,"Taxable Goods","Not Visible Individually",1499.00,,,,alicante-rattan-garden-dining-set-1,"Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alican-0299.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0299.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0299.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0299.jpg,"alicante-rattan-garden-dining-set imagen",,,,color=BLACK
OC-10-ALICAN-0399,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Alicante Rattan Garden Dining Set","This 6 seater rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional chairs are available if...",,,1,"Taxable Goods","Not Visible Individually",1499.00,,,,alicante-rattan-garden-dining-set-2,"Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alican-0399.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0399.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0399.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-0399.jpg,"alicante-rattan-garden-dining-set imagen",,,,color=COFFEE
OC-10-ALICAN-D499,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Alicante Rattan Garden Dining Set","This 6 seater rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional chairs are available if...",,,1,"Taxable Goods","Not Visible Individually",1499.00,,,,alicante-rattan-garden-dining-set-3,"Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alican-d499.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d499.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d499.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d499.jpg,"alicante-rattan-garden-dining-set imagen",,,,color=MOCHA
OC-10-ALICAN-D599,,Default,simple,"Default Category/Rattan Garden Furniture",base,"Alicante Rattan Garden Dining Set","This 6 seater rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional chairs are available if...",,,1,"Taxable Goods","Not Visible Individually",1499.00,,,,alicante-rattan-garden-dining-set-4,"Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",,,,color=LATTE
OC-10-ALICAN-D599-G,,Default,configurable,"Default Category/Rattan Garden Furniture",base,"Alicante Rattan Garden Dining Set","This 6 seater rattan garden dining set comes with the very popular Bahama dining chairs and is suitable for seating 6 people and comes complete with the chairs. Additional chairs are available if...",,,1,"Taxable Goods","Catalog, Search",,,,,alicante-rattan-garden-dining-set-grouped,"Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","Alicante Rattan Garden Dining Set","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",/oc-10-alican-d599.jpg,"alicante-rattan-garden-dining-set imagen",,,,,"sku=OC-10-ALICAN-0299,color=BLACK|sku=OC-10-ALICAN-0399,color=COFFEE|sku=OC-10-ALICAN-D499,color=MOCHA|sku=OC-10-ALICAN-D599,color=LATTE",
OC-10-ALICAN-WC,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Alicante Weather Cover","Protect your outdoor furniture this winter with our weather proof covers.",,,1,"Taxable Goods","Catalog, Search",99.00,,,,alicante-weather-cover-1,"Alicante Weather Cover","Alicante Weather Cover","Alicante Weather Cover","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alican-wc.jpg,"alicante-weather-cover imagen",/oc-10-alican-wc.jpg,"alicante-weather-cover imagen",/oc-10-alican-wc.jpg,"alicante-weather-cover imagen",/oc-10-alican-wc.jpg,"alicante-weather-cover imagen",,,,
OC-10-ALPINE-0299,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Alpine Sofa Set","The Alpine Sofa set is a universal left and right hand corner sofa set which has been specifically designed to not only be aesthetically pleasing to the eye but also with comfort in mind. The 2 long...",,,1,"Taxable Goods","Not Visible Individually",1699.00,,,,alpine-sofa-set-1,"Alpine Sofa Set","Alpine Sofa Set","Alpine Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-0299.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0299.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0299.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0299.jpg,"alpine-sofa-set imagen",,,,color=BLACK
OC-10-ALPINE-0399,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Alpine Sofa Set","The Alpine Sofa set is a universal left and right hand corner sofa set which has been specifically designed to not only be aesthetically pleasing to the eye but also with comfort in mind. The 2 long...",,,1,"Taxable Goods","Not Visible Individually",1699.00,,,,alpine-sofa-set-2,"Alpine Sofa Set","Alpine Sofa Set","Alpine Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-0399.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0399.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0399.jpg,"alpine-sofa-set imagen",/oc-10-alpine-0399.jpg,"alpine-sofa-set imagen",,,,color=COFFEE
OC-10-ALPINE-D499,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Alpine Sofa Set","The Alpine Sofa set is a universal left and right hand corner sofa set which has been specifically designed to not only be aesthetically pleasing to the eye but also with comfort in mind. The 2 long...",,,1,"Taxable Goods","Not Visible Individually",1699.00,,,,alpine-sofa-set-3,"Alpine Sofa Set","Alpine Sofa Set","Alpine Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-d499.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d499.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d499.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d499.jpg,"alpine-sofa-set imagen",,,,color=MOCHA
OC-10-ALPINE-D599,,Default,simple,"Default Category/Rattan Garden Sofas",base,"Alpine Sofa Set","The Alpine Sofa set is a universal left and right hand corner sofa set which has been specifically designed to not only be aesthetically pleasing to the eye but also with comfort in mind. The 2 long...",,,1,"Taxable Goods","Not Visible Individually",1699.00,,,,alpine-sofa-set-4,"Alpine Sofa Set","Alpine Sofa Set","Alpine Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",,,,color=LATTE
OC-10-ALPINE-D599-G,,Default,configurable,"Default Category/Rattan Garden Sofas",base,"Alpine Sofa Set","The Alpine Sofa set is a universal left and right hand corner sofa set which has been specifically designed to not only be aesthetically pleasing to the eye but also with comfort in mind. The 2 long...",,,1,"Taxable Goods","Catalog, Search",,,,,alpine-sofa-set-grouped,"Alpine Sofa Set","Alpine Sofa Set","Alpine Sofa Set","2017-04-14 12:16:15","2017-04-14 12:16:15",,/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",/oc-10-alpine-d599.jpg,"alpine-sofa-set imagen",,,,,"sku=OC-10-ALPINE-0299,color=BLACK|sku=OC-10-ALPINE-0399,color=COFFEE|sku=OC-10-ALPINE-D499,color=MOCHA|sku=OC-10-ALPINE-D599,color=LATTE",
OC-10-ALPINE-CCCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Alpine Sofa Set - Charcoal Cover Set","Alpine Sofa Set - Charcoal Cover Set",,,1,"Taxable Goods","Catalog, Search",279.00,,,,alpine-sofa-set-charcoal-cover-set-1,"Alpine Sofa Set - Charcoal Cover Set","Alpine Sofa Set - Charcoal Cover Set","Alpine Sofa Set - Charcoal Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-cccset.jpg,"alpine-sofa-set-charcoal-cover-set imagen",/oc-10-alpine-cccset.jpg,"alpine-sofa-set-charcoal-cover-set imagen",/oc-10-alpine-cccset.jpg,"alpine-sofa-set-charcoal-cover-set imagen",/oc-10-alpine-cccset.jpg,"alpine-sofa-set-charcoal-cover-set imagen",,,,
OC-10-ALPINE-CCSET,,Default,simple,"Default Category/Garden Furniture Accessories",base,"Alpine Sofa Set - Cushion Cover Set","Alpine Sofa Set - Cushion Cover Set",,,1,"Taxable Goods","Catalog, Search",239.00,,,,alpine-sofa-set-cushion-cover-set-1,"Alpine Sofa Set - Cushion Cover Set","Alpine Sofa Set - Cushion Cover Set","Alpine Sofa Set - Cushion Cover Set","2017-04-14 12:16:15","2017-04-14 12:16:15",10,/oc-10-alpine-ccset.jpg,"alpine-sofa-set-cushion-cover-set imagen",/oc-10-alpine-ccset.jpg,"alpine-sofa-set-cushion-cover-set imagen",/oc-10-alpine-ccset.jpg,"alpine-sofa-set-cushion-cover-set imagen",/oc-10-alpine-ccset.jpg,"alpine-sofa-set-cushion-cover-set imagen",,,,
